Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
A & S APARTMENT (New Booking),https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-basunagar-kolkata-north-1124-sq-ft-spid-V82621192,3 BHK Flat,39.5 Lac,"1,124 sqft",Super Built-up Area,"3,514 /sqft","Basunagar, Madhyamgram","Gated Society
Corner Property
+2","New booking.... Looking for a 3 bhk property for sale in kolkata north? Buy this 3 bhk flat in a & s apartment (New booking) that is situated in basunagar, kolkata north. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1124 sq.Ft. The residential building has 4 floors in total and the flat for sale is loc...",V82621192,"A & S APARTMENT (New Bookg), Basunagar, Madhyamgram",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['New Barrackpur Nursing Home Nursing home', 'Mother Nursing Home', 'Dr. B.C Roy General Hospital and Maternity Home']","['Pool,Sea facing,Others,Main Road,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",2nd   of 4 Floors,1 to 5 Year Old,North-East
complex,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-airport-2-no-gate-kolkata-north-480-sq-ft-spid-F82986080,1 BHK Flat,22.56 Lac,480 sqft,Super Built-up Area,"4,700 /sqft","Airport 2 No. Gate, North Dumdum","Private Garden
Airport english medium school Nearby
+2","This is a society flat, nearby airport,,,, Swimming pool, power backup,security, puja mandir,park,parking all the facilities are available Flat location nearby 2no airport.. .Walking distance from 2no airport jessore road 2 mins.... This 1 bhk apartment is available for sale in complex, one of the most prominent projects for flats in airport 2 no. Gate, kolkata north. The floor plan additionall...",F82986080,"complex , Airport 2 No. Gate, North Dumdum",,,[],"['Security / Fire Alarm', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Shitala Mandir', 'Mother Teresa Church', 'State bank of india ATM', 'Axis bank ATM', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd']","['Pool,Park/Garden,Others']",1 Bedroom,1 Bathroom,1 Balcony,,4th   of 7 Floors,0 to 1 Year Old,South
A & S APARTMENT (New Booking),https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-new-barrakpur-kolkata-north-827-sq-ft-spid-U82983464,2 BHK Flat,24.5 Lac,827 sqft,Super Built-up Area,"2,962 /sqft","New Barrakpur, Kolkata","Gated Society
Corner Property
+2","New booking... This lovely 2 bhk apartment/flat in new barrakpur is available for sale in one of kolkata north's most popular projects, a & s apartment (New booking). Constructed on a super built up area of 827 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 3rd floor. This 1-5 years old property is available ...",U82983464,"A & S APARTMENT (New Bookg), New Barrakpur, Kolkata",,,"['2 Wardrobe', '3 Fan', '4 Light', '1 AC']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Hari Mandir', 'Church of our Lady of Lourdes', 'SHONI TEMPLE', 'MAA MONOSHA TEMPLE', 'Shri Shoni Temple', 'Amanati Mosque']","['Pool,Club,Sea facing,Main Road,Park/Garden,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",3rd   of 4 Floors,1 to 5 Year Old,South-East
A & S APARTMENT (New Booking),https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hridaypur-kolkata-north-868-sq-ft-spid-P82983370,2 BHK Flat,22.6 Lac,868 sqft,Super Built-up Area,"2,603 /sqft","Hridaypur, Kolkata","Top Floor
Gated Society
+2","New booking... This 2 bhk flat is located in a & s apartment (New booking), which houses some of the most spacious flats in hridaypur, kolkata north. The flat is over 868 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the top level of a 3 storey building. This 1-5 years old property is available for immediate possession as the project is rea...",P82983370,"A & S APARTMENT (New Bookg), Hridaypur, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Hari Mandir', 'MAA MONOSHA TEMPLE', 'SHONI TEMPLE', 'Church of our Lady of Lourdes', 'Shri Shoni Temple', 'Amanati Mosque']","['Pool,Club,Others,Sea facing,Main Road,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",3rd   of 3 Floors,1 to 5 Year Old,South-East
Magnolia Nakshatra,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-magnolia-nakshatra-barasat-north-kolkata-850-sq-ft-spid-B80061341,2 BHK Flat,32 Lac,850 sqft,Super Built-up Area,"3,764 /sqft","Barasat, Kolkata North",,"1. The property is newly built and fully furnished. 2. Completely ununsed flat. 3. Furnishing included: 2 new godrej split acs, 2 queen size beds along with mattress, 1 dining table, 2 wardrobe, 2 dressing table, 1 sofa cum bed. 4. Lots of open area in the campus 5. Swimming pool and children's play area available 6. Enough sitting area for elderly persons 7. Proper size football ground",B80061341,"Magnolia Nakshatra, Barasat, Kolkata North",Magnolia Nakshatra,,"['2 Bed', '2 Wardrobe', '4 Fan', '1 Sofa', '1 Dining Table', '2 AC']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Star Mall', 'Colony More, Barasat', 'SH 2, Barasat', 'West Bengal State University', ""Nabapally Boys' High School"", 'Barasat College']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 5 Floors,0 to 1 Year Old,South-East
Shrachi Rosedale Garden,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shrachi-rosedale-garden-new-town-kolkata-east-879-sq-ft-spid-D82835778,2 BHK Flat,1.22 Cr,879 sqft,Built-up Area,"13,879 /sqft","New Town, Kolkata",,"Residential apartment This is your chance to a 2 bhk apartment / flat for sale in shrachi rosedale garden new town kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample...",D82835778,"Shrachi Rosedale Garden, New Town, Kolkata",Shrachi Rosedale Garden,,"['2 Bed', '2 Wardrobe', '2 Fan', '2 Light']",[],"['Salt Lake Sector V Metro Station', 'Central Mall', 'Biswa Bangla Sarani', ""St. Xavier's University"", 'Orchids The International School']",[],2 Bedrooms,2 Bathrooms,2 Balconies,,6th   of 9 Floors,5 to 10 Year Old,
A & S APARTMENT (New Booking),https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-madhyamgram-kolkata-north-1120-sq-ft-spid-W82979348,3 BHK Flat,34.2 Lac,"1,120 sqft",Super Built-up Area,"3,053 /sqft","Madhyamgram, Kolkata","Top Floor
Gated Society
+2","New booking... This 3 bhk apartment is available for sale in a & s apartment (New booking), one of the most prominent projects for flats in madhyamgram, kolkata north. The flat occupies a super built up area of 1120 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the top floor. As the project is al...",W82979348,"A & S APARTMENT (New Bookg), Madhyamgram, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Hari Mandir', 'Shri Shoni Temple', 'MAA MONOSHA TEMPLE', 'Dr. B.C Roy General Hospital and Maternity Home', 'New Barrackpur Nursing Home Nursing home']","['Pool,Club,Others,Sea facing,Main Road,Park/Garden']",3 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",4th   of 4 Floors,1 to 5 Year Old,South-East
Eden Oxford Park,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eden-oxford-park-nayabad-kolkata-south-1049-sq-ft-spid-Y82965382,3 BHK Flat,65 Lac,"1,049 sqft",Super Built-up Area,"9,447 /sqft","Nayabad, Kolkata","North-East Facing
Top Floor
+2","Eden oxford park is a new complex by eden group at nayabad mini bus stand, near new garia metro and em bypass. It is close to rn tagore hospital. It is a complex with lift, security and power back up.",Y82965382,"Eden Oxford Park, Nayabad, Kolkata",Eden Oxford Park,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal']","['New Garia Metro Station', 'Proposed Metro Station', 'Metro Cash & Carry', 'Metropolis Mall', 'Acropolis Mall', 'Netaji Subhash Eng. College']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,0 to 1 Year Old,North-East
Ozone,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ozone-em-bypass-kolkata-south-1601-sq-ft-spid-Q82983962,3 BHK Flat,1.65 Cr,"1,601 sqft",Super Built-up Area,"10,306 /sqft","EM Bypass, Kolkata South","Gated Society
Fitness Center/ Gym
+2","This 3 bhk flat is located in ozone, which houses some of the most spacious flats in em bypass, kolkata south. The flat is over 1601 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. The property is located on the 12th floor of a 18 floors tall building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the projec...",Q82983962,"Ozone, EM Bypass, Kolkata South",Ozone,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Taratala Metro', 'Wood Square Mall', 'Eastern Metropolitan Bypass', 'BD Memorial School', 'Jadavpur University, Salt Lake']","['Pool,Park/Garden']",3 Bedrooms,3 Bathrooms,1 Balcony,,12nd   of 18 Floors,5 to 10 Year Old,South-East
Siddha Happyville,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-siddha-happyville-rajarhat-kolkata-east-975-sq-ft-spid-D82757130,2 BHK Flat,61 Lac,975 sqft,Super Built-up Area,"6,256 /sqft","Rajarhat, Kolkata","Power Back-up
Gated Society
+2",Its a 2 bhk flat in siddha happyville with one mlcp parking space and flat is on 2nd floor which view podium where all ameniities and facilities are there. The price and availabitity of the flat subject to change without any prior notice,D82757130,"Siddha Happyville, Rajarhat, Kolkata",Siddha Happyville,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal', 'Rain Water Harvesting']","['Central Park Metro Station', 'City Centre New Town', 'Rajarhat Main Rd', 'Hariyana International Academy', 'Aliah University']","['Park/Garden,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 19 Floors,1 to 5 Year Old,South-East
Shanti Palace,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hanskhali-pool-howrah-736-sq-ft-spid-D82978510,2 BHK Flat,30 Lac,736 sqft,Super Built-up Area,"4,076 /sqft","Hanskhali Pool, Howrah",,"Just beside main road (Andul road), prime location, spacious rooms, gated society, cc camera, fire services, 24 hours security",D82978510,"Shanti Palace, Hanskhali Pool, Howrah",,,"['4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Stove', '6 Light', '2 AC', '1 TV', '1 Curtains', '2 Bed', '1 Wardrobe', '1 Sofa']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Club house / Community Center']","['Shibtala Baroari Durga Temple', 'Podra More Durga Temple', 'Satsang Vihar', 'Kali Temple', 'Durga Temple', 'Shiva Temple']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 10 Floors,5 to 10 Year Old,East
Rajwada Pebble Bay,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajwada-pebble-bay-pratapgarh-kolkata-south-960-sq-ft-spid-C83552396,2 BHK Flat,50 Lac,960 sqft,Super Built-up Area,"5,208 /sqft","Pratapgarh, Garia","Gated Society
Overlooking Main Road
+2","Rajwada pebble bay is one of the most popular destination for buying apartments/ flats in pratapgarh, kolkata south. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the south-West direction. The flat occupies a super built up area of 960 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property ...",C83552396,"Rajwada Pebble Bay, Pratapgarh, Garia",Rajwada Pebble Bay,,[],"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting']","['Shahid khudiram metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Gosto Mandir', 'Maa kali temple garia dhalua']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,5 to 10 Year Old,South-West
Starlite Sunny Bliss,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-starlite-sunny-bliss-em-bypass-kolkata-south-960-sq-ft-spid-H83512342,2 BHK Flat,45 Lac,960 sqft,Super Built-up Area,"4,687 /sqft","EM Bypass, Kolkata South","Gated Society
Overlooking Park/Garden
+2","Located in the popular residential address of em bypass, kolkata south, starlite sunny bliss is one of the most preferred destination for apartments in kolkata south. This 2 bhk flat is your ticket to be a part of this community. The flat is south-East-Facing. The flat occupies a super built up area of 960 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building h...",H83512342,"Starlite Sunny Bliss, EM Bypass, Kolkata South",Starlite Sunny Bliss,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Waste Disposal', 'Club house / Community Center']","['Kavi nazrul metro station', 'Shahid khudiram metro station', 'Sitala mandir', 'Gosto Mandir', 'Brahmapur Badamtala Jame Masjid']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 5 Floors,10+ Year Old,South-East
No Name,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-bansdroni-kolkata-south-436-sq-ft-r1-spid-F81433523,1 BHK Flat,18.31 Lac,436 sqft,Super Built-up Area,"4,200 /sqft","Bansdroni, Kolkata","East Facing
Battala Bazar within 250m
+2","Its s2 building, total 8 flats locate in a prime position in south roy nagar, bramhapur. 1 bhk flat available on 2nd floor with marble flooring, aluminum sliding windows, 24hrs water,24hrs security. Ready to move. Car parking extra 6 lakh. Near auto road. 4 5 mint auto distance from maser da suriya sen metro station and nsc bose road. 2 mint walking distance from battala market. This property i...",F81433523,"No Name, Bansdroni, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Waste Disposal']","['Kavi nazrul metro station', 'Brahmapur Badamtala Jame Masjid', 'Gosto Mandir', 'Sitala Temple', 'Sree Guru Sangha Main Gate']",['Main Road'],1 Bedroom,1 Bathroom,1 Balcony,Store Room,2nd   of 2 Floors,0 to 1 Year Old,East
Marrit malancha,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-airport-kolkata-north-1225-sq-ft-spid-P83318868,3 BHK Flat,49 Lac,"1,225 sqft",Super Built-up Area,"4,000 /sqft","Airport, Dum Dum","North-East Facing
Indira gandhi high school Nearby
+2","Check out this 3 bhk apartment for sale in marrit malancha, a popular residential project that houses in-Demand flats in airport, kolkata north. The flat is north-East-Facing. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1225 sq.Ft. The flat has a total of 6 floors and this property is situated on 1st ...",P83318868,"Marrit malancha, Airport, Dum Dum",,,[],"['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Shitala Mandir', 'Mother Teresa Church', 'Dr. Rathikul Hasan', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd', 'North Dum Dum Municipality Hospital']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 6 Floors,0 to 1 Year Old,North-East
RDB Regent Enclave,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rdb-regent-enclave-kaikhali-kolkata-north-1036-sq-ft-spid-T82913810,2 BHK Flat,62 Lac,"1,036 sqft",Super Built-up Area,"5,984 /sqft","Kaikhali, VIP Road","Gated Society
Corner Property
+2","Rdb regent enclave is one of kolkata north's most sought after destination for apartments and this 2 bhk flat in kaikhali is your opportunity to be a part of this community. The flat is south-West-Facing. Constructed on a super built up area of 1036 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 4th level of a 6 storey building. An added advantage of...",T82913810,"RDB Regent Enclave, Kaikhali, VIP Road",RDB Regent Enclave,,"['1 Bed', '1 Water Purifier', '1 Fan', '1 Fridge', '1 Dining Table', '1 Stove', '3 Light', '1 Chimney']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Shitala Mandir', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM', 'Bank of baroda ATM', 'Hdfc bank ATM']",[],2 Bedrooms,2 Bathrooms,2 Balconies,,4th   of 6 Floors,5 to 10 Year Old,South-West
Siddha Eden LakeVille,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddha-eden-lakeville-bt-road-kolkata-north-1090-sq-ft-spid-R82581446,3 BHK Flat,77 Lac,"1,090 sqft",Super Built-up Area,"7,110 /sqft","BT Road, Kolkata","Noapara within 1km
GD Goenka within 1km
+2","This three bhk flat is available for sale in harmony building, siddha eden lakeville, bonhooghly.",R82581446,"Siddha Eden LakeVille, BT Road, Kolkata",Siddha Eden LakeVille,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Noapara Metro Station', 'City Centre Salt Lake', 'Rai Mohon Banerjee Rd', 'Belghoria Expy', 'Central Modern School']","['Others,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 11 Floors,0 to 1 Year Old,South-West
Magnolia Prestige,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-magnolia-prestige-bishnupur-kolkata-north-840-sq-ft-spid-H83425318,2 BHK Flat,28 Lac,840 sqft,Super Built-up Area,"3,333 /sqft","Bishnupur, Kolkata","Gated Society
Corner Property
+2","Located in the popular residential address of bishnupur, kolkata north, magnolia prestige is one of the most preferred destination for apartments in kolkata north. This 2 bhk flat is your ticket to be a part of this community. This is a south-East-Facing property. Constructed on a super built up area of 840 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situate...",H83425318,"Magnolia Prestige, Bishnupur, Kolkata",Magnolia Prestige,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['91 Bus Route', 'DPS Megacity, National English', 'TATA Cancer Hospital', 'OHIO Heart Hospital', 'Dum Dum Airport']","['Main Road,Others,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,5 to 10 Year Old,South-East
Sugam Habitat,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sugam-habitat-em-bypass-kolkata-south-1525-sq-ft-r3-spid-J77963685,3 BHK Flat,1.5 Cr,"1,525 sqft",Super Built-up Area,"9,836 /sqft","EM Bypass, Kolkata South",,"This 3 bhk apartment is available for sale in sugam habitat, one of the most prominent projects for flats in em bypass, kolkata south. This property faces the south-East direction. Constructed on a super built up area of 1525 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 4th floor of this 7 floors tall residential building. This is a ready to m...",J77963685,"Sugam Habitat, EM Bypass, Kolkata South",Sugam Habitat,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['VIP Bazaar', 'Acropolis Mall', 'Metro Cash and Carry', 'EM Bypass VIP Bazaar Crossing', 'Gariahaat', 'Calcutta International School']","['Pool,Main Road']",3 Bedrooms,3 Bathrooms,1 Balcony,Pooja Room,4th   of 7 Floors,1 to 5 Year Old,North-West
Chowdhury Apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-new-town-action-area-1a-kolkata-east-1340-sq-ft-spid-G82477376,3 BHK Flat,1.04 Cr,"1,340 sqft",Super Built-up Area,"7,761 /sqft","New Town Action area 1A, Kolkata","East Facing
Fresh Construction
+2","This lovely 3 bhk apartment/flat in new town action area 1a is available for sale in one of kolkata east's most popular projects, chowdhury apartment. This property faces the east direction. The flat is over 1340 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 2nd floor. This is a ready to move ...",G82477376,"Chowdhury Apartment , New Town Action area 1A, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Nazrul tirtha metro station', 'Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,0 to 1 Year Old,East
on Request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dum-dum-cantt-kolkata-north-1220-sq-ft-r1-spid-L79904201,3 BHK Flat,48.8 Lac,"1,220 sqft",Super Built-up Area,"4,000 /sqft","Dum Dum Cantt, South Dumdum","Corner Property
Overlooking Main Road
+1","On request is one of kolkata north's most sought after destination for apartments and this 3 bhk flat in dum dum cantt is your opportunity to be a part of this community. The flat occupies a super built up area of 1220 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 2nd level of a 4 storey building. This 1-5 years old property is available for immediate poss...",L79904201,"on Request , Dum Dum Cantt, South Dumdum",,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff']","['Noapara metro station', 'Lichubagan Radha Krishna Temple', 'Mother Teresa Church', 'Hanuman Mandir', 'Shitala Mandir']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,South-East
On request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dum-dum-cantt-kolkata-north-1218-sq-ft-r1-spid-H79298095,3 BHK Flat,48.11 Lac,"1,218 sqft",Super Built-up Area,"3,949 /sqft","Dum Dum Cantt, South Dumdum","Gated Society
Corner Property
+2","This beautiful 3 bhk flat in dum dum cantt , kolkata north is situated in on request, one of the popular residential society in kolkata north. The flat is over 1218 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 6 floors in total and the flat for sale is located on the 2nd floor. This is a ready to move project and the property is...",H79298095,"On request, Dum Dum Cantt, South Dumdum",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Bank Attached Property', 'Airy Rooms', 'Water softening plant']","['Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Kali mandir', 'Manasha Mandir', 'Mukherjee Barir Durgadalan']",['Main Road'],3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 6 Floors,1 to 5 Year Old,South
dola co operative,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-2-kolkata-east-1250-sq-ft-spid-E82613386,3 BHK Flat,69 Lac,"1,250 sqft",Super Built-up Area,"5,520 /sqft","Action Area 2, Kolkata","Corner Property
Overlooking Park/Garden
+1","Check out this 3 bhk apartment for sale in dola co operative, a popular residential project that houses in-Demand flats in action area 2, kolkata east. This residential flat is east-Facing direction. The flat is over 1250 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 4 floors in total and the flat for sale is located on the 3rd...",E82613386,"dola co operative, Action Area 2, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Rajarhat Shitala Kali Temple', 'Kali Temple', 'Dakbunglow Shani Kali Mandir', 'Rekjoani Shitala Mandir', 'Hanuman Mandir']","['Others,Main Road,Park/Garden']",3 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 4 Floors,1 to 5 Year Old,North-East
Jay Hanuman Apartment Konnagar,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-konnagar-hooghly-817-sq-ft-spid-X83613028,2 BHK Flat,22.47 Lac,817 sqft,Super Built-up Area,"2,750 /sqft","Konnagar, Hooghly","Mother International School within 250m
+2","Presenting a well-Ventilated and thoughtfully designed 2bhk flat with a super built-Up area of 817 sq ft, perfectly suited for modern family living. This north-East facing home welcomes abundant morning sunlight and fresh air, making it an excellent choice for those seeking a bright, positive, and vastu-Compliant space. The apartment features two spacious bedrooms, a well-Proportioned living an...",X83613028,"Jay Hanuman Apartment Konnagar, Konnagar, Hooghly",,,[],"['Private Garden / Terrace', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",[],"['Others,Park/Garden,Club,Main Road,Pool']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 5 Floors,0 to 1 Year Old,North-East
