Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Individual Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-action-area-2-kolkata-east-980-sq-ft-spid-V83415266,2 BHK Flat,63 Lac,980 sqft,Super Built-up Area,"6,428 /sqft","Action Area 2, Kolkata",,"Individual apartment is one of kolkata east's most sought after destination for apartments and this 2 bhk flat in action area 2 is your opportunity to be a part of this community. This is a east-Facing property. The flat occupies a super built up area of 980 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 3rd floor of a 4 floors tall building. As th...",V83415266,"Individual Apartment , Action Area 2, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff']","['Kali Temple', 'Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,Others,3rd   of 4 Floors,0 to 1 Year Old,East
Eco Star Apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-2-kolkata-east-1368-sq-ft-spid-I83416588,3 BHK Flat,72.5 Lac,"1,368 sqft",Super Built-up Area,"5,300 /sqft","Action Area 2, Kolkata","Fresh Construction
Corner Property
+2","This beautiful 3 bhk flat in action area 2, kolkata east is situated in eco star apartment, one of the popular residential society in kolkata east. The flat is south-Facing. The flat is over 1368 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 3rd floor. Being a ready to move project, you can ...",I83416588,"Eco Star Apartment , Action Area 2, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Axis bank ATM']","['Others,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,Others,3rd   of 4 Floors,0 to 1 Year Old,South
Urban Greens Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-urban-greens-phase-2-rajarhat-kolkata-east-1400-sq-ft-spid-I81871870,3 BHK Flat,1.16 Cr,"1,400 sqft",Super Built-up Area,"8,285 /sqft","Rajarhat, Kolkata","Fresh Construction
Gated Society
+2","Looking for a 3 bhk property for sale in kolkata east? Buy this 3 bhk flat in urban greens phase 2 that is situated in rajarhat, kolkata east. This is a west-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1400 sq.Ft. The property is located on the 6th floor of a 10 floors tall building. ...",I81871870,"Urban Greens Phase 2, Rajarhat, Kolkata",Urban Greens Phase 2,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['Titumir Metro', 'City Centre Mall Rajarhat', 'Atghara FP School', 'Netaji Subhas Open University', 'Charnock Hospital']","['Pool,Club,Park/Garden,Main Road,Others,Sea facing']",3 Bedrooms,3 Bathrooms,1 Balcony,,6th   of 10 Floors,0 to 1 Year Old,West
Bengal Peerless Avidipta Phase 2,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bengal-peerless-avidipta-phase-2-mukundapur-kolkata-south-1475-sq-ft-spid-G82896146,3 BHK Flat,2.4 Cr,"1,475 sqft",Built-up Area,"16,271 /sqft","Mukundapur, Kolkata","North-East Facing
Private Garden
+2",Avidipta ii is an iconic project by peerless group at the em bypass. The property is a three side open flat and uninterupted view of the skyline of kolkata.,G82896146,"Bengal Peerless Avidipta Phase 2, Mukundapur, Kolkata",Bengal Peerless Avidipta Phase 2,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Jyotirindra Nandi Metro Station', 'Metropolis Mall', 'EM Bypass', 'Birla High School', 'Sammilani Mahavidyalaya', 'Rabindra Bharati University']",['Main Road'],3 Bedrooms,3 Bathrooms,2 Balconies,,20th   of 46 Floors,0 to 1 Year Old,North-East
Eden Exotica,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eden-exotica-panchasayar-kolkata-south-970-sq-ft-spid-Y82590924,2 BHK Flat,62 Lac,970 sqft,Super Built-up Area,"6,391 /sqft","Panchasayar, EM Bypass","Kavi Subhash Metro within 1km
Upcoming South Point School within 1km
+2","Eden exotica is located at 1b bus stand near new garia metro station. It is a semi complex with a community hall, gym and play area. It is a complex of 100 flats approximately. This complex has a generator, security and lift.",Y82590924,"Eden Exotica, Panchasayar, EM Bypass",Eden Exotica,,[],"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal']","['Bhasaman Bazar', 'MILT Snehalaya', 'NAYABAD KIDZEE', 'Indus Valley World School', 'NSEC', 'Techno Model School']",['Others'],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,10+ Year Old,South-East
Protiti,https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-jodhpur-park-kolkata-south-3000-sq-ft-spid-C81765884,6 BHK Flat,3.25 Cr,"3,000 sqft",Super Built-up Area,"10,833 /sqft","Jodhpur Park, Kolkata","South City International within 500m
Manipal Hospital within 500m
+2",The flat at jodhpur park is an used property. It is overlooking the road and is close to ashok nursing home. It is a with close proximity to south city mall and carmel school.,C81765884,"Protiti, Jodhpur Park, Kolkata",,,[],"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Natural Light', 'Spacious Interiors', 'Waste Disposal']","['Nipponzan Myohoji Buddhist Temple', 'Viveknagar Kalibari', 'RG Stone Urology And Laparoscopy Hospital Kolkata', 'Sri Aurobindo Seva Kendra EEDF']",['Main Road'],6 Bedrooms,4 Bathrooms,3+ Balconies,,3rd   of 4 Floors,5 to 10 Year Old,South
Upohar The Condoville,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-upohar-the-condoville-garia-kolkata-south-3620-sq-ft-spid-M81787792,4 BHK Flat,2.9 Cr,"3,620 sqft",Super Built-up Area,"8,011 /sqft","Garia, Kolkata","North-East Facing
Private Garden
+2","Upohar is a large complex at em bypass, near new garia metro and new garia station. This is a flagship project by ambuja with each flat opens to unmatched view. This flat has multiple terraces and balconies.",M81787792,"Upohar The Condoville, Garia, Kolkata",,,[],"['Security / Fire Alarm', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Kavi subhash metro station', 'Shahid khudiram metro station', 'Shani mandir garia dhalua', 'Maa kali temple garia dhalua']","['Pool,Main Road']",4 Bedrooms,4 Bathrooms,3 Balconies,Servant Room,3rd   of 22 Floors,10+ Year Old,North-East
Eden Sky Terraces,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eden-sky-terraces-nayabad-kolkata-south-1027-sq-ft-spid-I81470403,2 BHK Flat,75 Lac,"1,027 sqft",Super Built-up Area,"7,302 /sqft","Nayabad, Kolkata","NEW GARIA within 1km
PEERLESS HOSPITAL within 2km
+2","Eden sky terrace is located in nayabad. Close to netaji cancer hospital & netaji subhash engineering college.It is a complex with a swimming pool , security and gym",I81470403,"Eden Sky Terraces, Nayabad, Kolkata",Eden Sky Terraces,,[],"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['New Garia Metro Station', 'Metro Cash & Carry', 'Heritage School Nearby', 'Riverdale School Nearby', 'Close to RTIICS']","['Pool,Park/Garden,Club,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 11 Floors,1 to 5 Year Old,South-East
Gems City,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gems-city-joka-kolkata-south-931-sq-ft-r1-spid-T78018911,3 BHK Flat,45 Lac,931 sqft,Super Built-up Area,"4,833 /sqft","Joka, Kolkata South",Fresh Construction,"Spacious, well-Ventilated flat in a 50-Acre gated township with 65% open green space, premium clubhouse, and joka metro connectivity ideal for peaceful yet connected living. New building, fully ventilated, including independent covered car parking",T78018911,"Gems City, Joka, Kolkata South",Gems City,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['JOKA METRO', 'THAKURPUKUR METRO', 'TARATALA CROSSING/METRO', 'TOLLYGUNGE METRO', 'BEHALA CHOWRASTA']",['Park/Garden'],3 Bedrooms,2 Bathrooms,2 Balconies,,1st   of 10 Floors,0 to 1 Year Old,
Siddha Suburbia,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddha-suburbia-baruipur-kolkata-south-1278-sq-ft-spid-G82308726,3 BHK Flat,69 Lac,"1,278 sqft",Super Built-up Area,"5,399 /sqft","Baruipur, Kolkata South","Private Garden
Vivekananda Mission, B d Memor Nearby
+1","This 3 bhk flat is located in siddha suburbia, which houses some of the most spacious flats in baruipur, kolkata south. This property faces the east direction. Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1278 sq.Ft. The property is located on the 8th floor of a 14 floors tall building. The flat is currently under construction stage and y...",G82308726,"Siddha Suburbia, Baruipur, Kolkata South",Siddha Suburbia,,[],"['Power Back-up', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'False Ceiling Lighting', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Kavi Nazrul Metro', 'Metropolis Mall', 'EM Bypass', 'Narendrapur Ramakrishna Mission', 'Indus Valley World School']","['Pool,Park/Garden,Club,Main Road']",3 Bedrooms,2 Bathrooms,1 Balcony,Store Room,8th   of 14 Floors,1 to 5 Year Old,North-West
Starlite Sunny Bloom,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-starlite-sunny-bloom-mahamayatala-kolkata-south-1225-sq-ft-spid-Y82461858,3 BHK Flat,56 Lac,"1,225 sqft",Super Built-up Area,"4,571 /sqft","Mahamayatala, Garia","Top Floor
Gated Society
+2",Resale property ready to move flat. All mordan amenities ar available here. Gated community. Near hospital and school.,Y82461858,"Starlite Sunny Bloom, Mahamayatala, Garia",Starlite Sunny Bloom,,[],"['Power Back-up', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM']","['Kavi nazrul metro station', 'Shahid khudiram metro station', 'Sitala mandir', 'Gosto Mandir', 'Brahmapur Badamtala Jame Masjid']","['Pool,Park/Garden,Club']",3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,5 to 10 Year Old,South-East
Nandi Enclave,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-nandi-enclave-rajarhat-kolkata-east-799-sq-ft-spid-I81983358,2 BHK Flat,30 Lac,799 sqft,Super Built-up Area,"3,754 /sqft","Rajarhat, Kolkata",Top Floor,"From airport 4km, city center 2 3km, school 500m, surakha diagonistic center 100 m, market 500 m, eco park 3 km, biswa bangla gate 6 km, charnok hospital 3 km, akankha metro 2 km",I81983358,"Nandi Enclave, Rajarhat, Kolkata",Nandi Enclave,,[],['Lift(s)'],"['Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Kali Temple', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,1 to 5 Year Old,
Merlin Urvan,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-merlin-urvan-dum-dum-kolkata-north-1551-sq-ft-spid-P83002044,3 BHK Flat,1.53 Cr,"1,551 sqft",Super Built-up Area,"9,864 /sqft","Dum Dum, Kolkata","Fresh Construction
Gated Society
+2","3 bhk fully furnished luxury flat for sale in merlin urvan, dum dum kolkata north Looking for your dream home in north kolkata? Presenting a spacious 3 bhk luxury flat in the prestigious merlin urvan, located in the heart of dum dum, kolkata north. Super built-Up area: 1551 sq.Ft. 3 bedrooms | 2 bathrooms | 2 balconies Located on 1st floor | total floors: 13 Ready to move | only 01 year old Hig...",P83002044,"Merl Urvan, Dum Dum, Kolkata",Merlin Urvan,,"['1 Water Purifier', '8 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '22 Light', '5 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '5 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']","['Noapara Metro Station', 'Diamond Plaza Mall', 'Rajarhat Main Road', 'SH 1', 'Sarojini Naidu College for Women', 'Cossipore Aman School']","['Main Road,Park/Garden,Pool,Club']",3 Bedrooms,2 Bathrooms,2 Balconies,"Pooja Room,Study Room",1st   of 13 Floors,0 to 1 Year Old,South
ipcon birati,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-birati-kolkata-north-531-sq-ft-spid-L82712674,1 BHK Flat,22.3 Lac,531 sqft,Super Built-up Area,"4,200 /sqft","Birati, Kolkata","Gated Society
Vitrified Flooring","This 1 bhk flat is located in ipcon birati, which houses some of the most spacious flats in birati, kolkata north. Constructed on a super built up area of 531 sq.Ft., the flat comprises 1 bedroom(s), 1 bathroom and 1 balcony. The flat has a total of 4 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 0-1 year old. The vitrified flooring of th...",L82712674,"ipcon birati, Birati, Kolkata",,,[],['Lift(s)'],"['Shitala Mandir', 'North Dum Dum Municipality Hospital', 'Dr. Rathikul Hasan', 'Birati Nursing Home Pvt. Ltd.', 'Bindubasini Nursing Home']",[],1 Bedroom,1 Bathroom,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,East
Alcove New Kolkata Sangam,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-alcove-new-kolkata-sangam-serampore-hooghly-1060-sq-ft-spid-P83267808,3 BHK Flat,52 Lac,"1,060 sqft",Super Built-up Area,"5,963 /sqft","Serampore, Hooghly","North-East Facing
Narayana School within 1.5km
+2","This 3 bhk flat is located in alcove new kolkata sangam, which houses some of the most spacious flats in serampore, hooghly. The flat is north-East-Facing. Constructed on a super built up area of 1060 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 29 floors in total and the flat for sale is located on the 8th floor. An added advantage of this 0-...",P83267808,"Alcove New Kolkata Sangam, Serampore, Hooghly",Alcove New Kolkata Sangam,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",[],"['Club,Sea facing']",3 Bedrooms,2 Bathrooms,1 Balcony,Others,8th   of 29 Floors,0 to 1 Year Old,North-East
Shivom Utopia,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivom-utopia-em-bypass-kolkata-south-1373-sq-ft-spid-T80958655,3 BHK Flat,1.65 Cr,"1,373 sqft",Super Built-up Area,"12,017 /sqft","EM Bypass, Kolkata South","Gated Society
Corner Property
+2","This beautiful 3 bhk flat in em bypass, kolkata south is situated in shivom utopia, one of the popular residential society in kolkata south. This is a south-Facing property. Constructed on a super built up area of 1373 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the 12th floor of this 17 floors tall residential building. This 1-5 years old prop...",T80958655,"Shivom Utopia, EM Bypass, Kolkata South",Shivom Utopia,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Rain Water Harvesting']","['Mukundapur Metro', 'Acropolis Mall', 'SH 1', 'Modern Public High School', 'University', 'Kalikapur Hospital', 'Kolkata Airport']","['Club,Park/Garden,Others,Main Road,Pool']",3 Bedrooms,2 Bathrooms,2 Balconies,,12nd   of 17 Floors,1 to 5 Year Old,North-East
Ascon Era,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ascon-era-chinar-park-kolkata-east-1360-sq-ft-spid-M82520466,3 BHK Flat,1.14 Cr,"1,360 sqft",Super Built-up Area,"8,382 /sqft","Char Park, Kolkata","Top Floor
Fresh Construction
+2","Ascon era is one of the most popular destination for buying apartments/ flats in chinar park, kolkata east. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is south-West-Facing direction. Constructed on a super built up area of 1360 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 11 floors and this prope...",M82520466,"Ascon Era, Char Park, Kolkata",Ascon Era,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['City Centre 2 Metro Station', 'City Centre 2', 'Rajarhat Main Road (SH 3)', 'Derozio Memorial College', 'Delhi Public School, New Town']","['Main Road,Park/Garden']",3 Bedrooms,2 Bathrooms,1 Balcony,,11st   of 11 Floors,0 to 1 Year Old,South-West
Ganguly 4 Sight Florence,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-garia-kolkata-south-1650-sq-ft-spid-Q82312634,3 BHK Flat,1.07 Cr,"1,650 sqft",Super Built-up Area,"10,514 /sqft","Garia, Kolkata","East Facing
Gated Society
+2",The flat is very good complex in garia..Big flat..1650 sqft..Garia kavi nazul metro just walking 7/8 minutes..Well maintained complex...,Q82312634,"Ganguly 4 Sight Florence , Garia, Kolkata",,,"['1 Wardrobe', '3 Fan', '8 Light', '1 Modular Kitchen']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']","['Kavi nazrul metro station', 'Shahid khudiram metro station', 'Kavi subhash metro station', 'Sitala mandir', 'Gosto Mandir']","['Pool,Club,Park/Garden,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,Study Room,1st   of 4 Floors,5 to 10 Year Old,East
17/2 Moore Avenue,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-moore-avenue-kolkata-south-2850-sq-ft-spid-D81177745,4 BHK Flat,2.1 Cr,"2,850 sqft",Super Built-up Area,"7,368 /sqft","Moore Avenue, Tollygunge",,The property is close to future foundation school. It is in moore avenue adjacent to nsc bose road. This is an 15 years + old property. It is got a security and lift.,D81177745,"17/2 Moore Avenue, Moore Avenue, Tollygunge",,,"['3 Bed', '3 Wardrobe', '5 Fan', '1 Sofa', '1 Dining Table', '1 Stove', '5 Light', '1 Modular Kitchen', '1 Curtains', '1 AC']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']","['Netaji metro station', 'Sitala Temple', 'Gouria moth', 'Sri Sri 108 Doyal Baba Asram', 'Sree Guru Sangha Main Gate']",['Main Road'],4 Bedrooms,4 Bathrooms,2 Balconies,,1st   of 4 Floors,10+ Year Old,South-East
Ruchi One Rajarhat,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ruchi-one-rajarhat-new-town-kolkata-east-970-sq-ft-spid-F83318666,1 BHK Flat,1.5 Cr,970 sqft,Super Built-up Area,"15,463 /sqft","New Town, Kolkata","Private Garden
Fresh Construction
+2","Located in the popular residential address of new town, kolkata east, ruchi one rajarhat is one of the most preferred destination for apartments in kolkata east. This 1 bhk flat is your ticket to be a part of this community. This is a south-East-Facing property. The flat is over 970 sq.Ft. Super built up area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. This flat is situated on the 11...",F83318666,"Ruchi One Rajarhat, New Town, Kolkata",Ruchi One Rajarhat,,"['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '5 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '2 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Nearest Metro Station', 'Axis Mall', 'Shristi The V', 'DPS New Town School', 'International School of Business', 'Techno India College Of Technology']","['Pool,Park/Garden,Club,Main Road,Others']",1 Bedroom,1 Bathroom,1 Balcony,,11st   of 23 Floors,0 to 1 Year Old,South-East
DLF New Town Heights,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-new-town-kolkata-east-2054-sq-ft-spid-G82858152,3 BHK Flat,1.65 Cr,"2,054 sqft",Super Built-up Area,"8,033 /sqft","New Town, Kolkata","Private Garden
Recently Renovated
+2","Situated in new town, kolkata east, dlf new town heights is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. The flat is over 2054 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The property is located on the 11th floor of a 33 floors tall bu...",G82858152,"DLF New Town Heights, New Town, Kolkata",DLF New Town Heights,,[],"['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Salt Lake Sector V Metro Station', 'Axis Mall', 'Biswa Bangla Sarani', 'Orchids The International School', 'Amity University Kolkata']","['Pool,Park/Garden,Main Road,Club,Others,Sea facing']",3 Bedrooms,3 Bathrooms,2 Balconies,,11st   of 33 Floors,1 to 5 Year Old,
Ascon Era,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ascon-era-chinar-park-kolkata-east-1255-sq-ft-spid-P82523058,3 BHK Flat,95 Lac,"1,255 sqft",Super Built-up Area,"7,569 /sqft","Char Park, Kolkata","Fresh Construction
Gated Society
+2","Situated in chinar park, kolkata east, ascon era is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. This is a west-Facing property. Constructed on a super built up area of 1255 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 11 ...",P82523058,"Ascon Era, Char Park, Kolkata",Ascon Era,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['City Centre 2 Metro Station', 'City Centre 2', 'Rajarhat Main Road (SH 3)', 'Derozio Memorial College', 'Delhi Public School, New Town']","['Club,Main Road,Pool']",3 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 11 Floors,0 to 1 Year Old,West
individual,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-airport-kolkata-north-950-sq-ft-spid-V82671984,2 BHK Flat,37.05 Lac,950 sqft,Super Built-up Area,"3,900 /sqft","Airport, Dum Dum","Indira gandhi school Nearby
Fresh Construction
+2","This beautiful 2 bhk flat in airport, kolkata north is situated in individual, one of the popular residential society in kolkata north. This is a south-West-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 950 sq.Ft. The property is located on the 2nd floor of a 5 floors tall building. Thi...",V82671984,"dividual , Airport, Dum Dum",,,[],['Lift(s)'],"['Shitala Mandir', 'Mother Teresa Church', 'Lichubagan Radha Krishna Temple', 'Axis bank ATM', 'State bank of india ATM']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 5 Floors,0 to 1 Year Old,South-West
individual,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-airport-kolkata-north-805-sq-ft-spid-Z82607192,2 BHK Flat,38.25 Lac,805 sqft,Super Built-up Area,"4,751 /sqft","Airport, Dum Dum","Auxilium convert school Nearby
Fresh Construction
+2","Individual is one of kolkata north's most sought after destination for apartments and this 2 bhk flat in airport is your opportunity to be a part of this community. This residential flat is south-East-Facing direction. Constructed on a super built up area of 805 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 4th level of a 5 storey building. An added a...",Z82607192,"dividual , Airport, Dum Dum",,,[],['Lift(s)'],"['Shitala Mandir', 'Mother Teresa Church', 'Lichubagan Radha Krishna Temple', 'Axis bank ATM', 'State bank of india ATM']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 5 Floors,0 to 1 Year Old,South-East
