Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Hiland Park,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hiland-park-em-bypass-kolkata-south-1264-sq-ft-spid-W81332845,3 BHK Flat,1.07 Cr,"1,264 sqft",Super Built-up Area,"8,465 /sqft","EM Bypass, Kolkata South","Gated Society
Corner Property
+2","Situated in em bypass, kolkata south, hiland park is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata south is your opportunity to be a part of this community. This property faces the south-East direction. The flat occupies a super built up area of 1264 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 1 balcony. The flat has a total...",W81332845,"Hiland Park, EM Bypass, Kolkata South",Hiland Park,,"['2 Bed', '5 Fan', '5 Light', '2 AC']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Kavi subhash metro station', 'Shahid khudiram metro station', 'Lake Pally Shiv Mandir', 'Hanuman Mandir', 'Kali Mandir']","['Pool,Park/Garden']",3 Bedrooms,2 Bathrooms,1 Balcony,,10th   of 27 Floors,10+ Year Old,South-East
Srishti Eco Star,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-1368-sq-ft-spid-W83336470,3 BHK Flat,72.5 Lac,"1,368 sqft",Super Built-up Area,"7,066 /sqft","New Town, Kolkata","Fresh Construction
Gated Society
+2",Newtown biswabangla gate to just 2min distance. Biswabangla main road to only 100mtrs walking distance.,W83336470,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']",['Others'],3 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 4 Floors,0 to 1 Year Old,South-East
Srishti Eco Star,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-959-sq-ft-spid-F83336300,2 BHK Flat,50.83 Lac,959 sqft,Super Built-up Area,"7,059 /sqft","New Town, Kolkata","North-East Facing
Fresh Construction
+2",Newtown biswabangla gate to just 2min distance. Biswabangla main road to only 100mtrs walking distance.,F83336300,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']",['Others'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,0 to 1 Year Old,North-East
Srishti Eco Star,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-960-sq-ft-spid-P83336112,2 BHK Flat,50.88 Lac,960 sqft,Super Built-up Area,"7,066 /sqft","New Town, Kolkata","North Facing
Fresh Construction
+2",Newtown biswabangla gate to just 2min distance. Biswabangla main road to only 100mtrs walking distance.,P83336112,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']",['Others'],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,0 to 1 Year Old,North
Srishti Eco Star,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-srishti-eco-star-new-town-kolkata-east-1303-sq-ft-spid-Y83335706,3 BHK Flat,69.06 Lac,"1,303 sqft",Super Built-up Area,"7,061 /sqft","New Town, Kolkata","Fresh Construction
Gated Society
+2",Newtown biswabangla gate to just 2min distance. Biswabangla main road to only 100mtrs walking distance.,Y83335706,"Srishti Eco Star, New Town, Kolkata",Srishti Eco Star,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water purifier', 'Water Storage', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Biswa Bangla Gate', 'The Mother Wax Museum', 'The City Centre', 'The Eco Park', 'Nicco Park']",['Others'],3 Bedrooms,2 Bathrooms,2 Balconies,,1st   of 4 Floors,0 to 1 Year Old,North-West
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-atghara-kolkata-east-1063-sq-ft-spid-M83581144,3 BHK Flat,51.02 Lac,"1,063 sqft",Super Built-up Area,"4,800 /sqft","Atghara, Rajarhat, Kolkata East","Top Floor
Fresh Construction
+2","Check out this 3 bhk apartment for sale in on request, a popular residential project that houses in-Demand flats in atghara, kolkata east. The flat is facing the south-West direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1063 sq.Ft. This flat is situated on the top floor of this 4 floors tall r...",M83581144,"on request, Atghara, Rajarhat, Kolkata East",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Shitala Mandir', 'Kali Temple', 'State bank of india ATM', 'Union bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM']","['Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,4th   of 4 Floors,0 to 1 Year Old,South-West
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-expressway-kolkata-east-1660-sq-ft-spid-R83575954,3 BHK Flat,79.68 Lac,"1,660 sqft",Super Built-up Area,"4,800 /sqft","Rajarhat Expressway, Kolkata","Gated Society
Corner Property
+2","On request is one of the most popular destination for buying apartments/ flats in rajarhat expressway, kolkata east. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is south-East-Facing direction. The flat occupies a super built up area of 1660 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 5 floors and th...",R83575954,"on request, Rajarhat Expressway, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Re - Life Hospital', 'Kamala Ray Hospital', 'Konnagar Matri Sadan Municipal Hospital', 'Park Lions Hospital', 'Green-View Nursing Home Kolkata']","['Others,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,,4th   of 5 Floors,1 to 5 Year Old,North
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-action-area-2-kolkata-east-1100-sq-ft-spid-D83152016,2 BHK Flat,60.5 Lac,"1,100 sqft",Super Built-up Area,"5,500 /sqft","Action Area 2, Kolkata","Gated Society
Corner Property
+2","On request is one of the most popular destination for buying apartments/ flats in action area 2, kolkata east. You too can be a part of this society by purchasing this 2 bhk flat here. This is a south-East-Facing property. The flat occupies a super built up area of 1100 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 1st floor of this 4 floors tall re...",D83152016,"on request, Action Area 2, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Axis bank ATM', 'Global Healthcare System', 'Belle Vue Hospital']","['Others,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,South-East
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-2-kolkata-east-1480-sq-ft-spid-C83151008,3 BHK Flat,90 Lac,"1,480 sqft",Super Built-up Area,"6,081 /sqft","Action Area 2, Kolkata","Gated Society
Corner Property
+2","This 3 bhk flat is located in on request, which houses some of the most spacious flats in action area 2, kolkata east. This property faces the south-West direction. Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1480 sq.Ft. The flat has a total of 4 floors and this property is situated on 2nd floor. Being a ready to move project, you can ex...",C83151008,"on request, Action Area 2, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Axis bank ATM', 'Global Healthcare System', 'Belle Vue Hospital']","['Others,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,,2nd   of 4 Floors,1 to 5 Year Old,North-West
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-action-area-2-kolkata-east-1303-sq-ft-spid-M83149744,3 BHK Flat,84.7 Lac,"1,303 sqft",Super Built-up Area,"6,500 /sqft","Action Area 2, Kolkata",,"On request is one of the most popular destination for buying apartments/ flats in action area 2, kolkata east. You too can be a part of this society by purchasing this 3 bhk flat here. This property faces the north-East direction. Constructed on a super built up area of 1303 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 2nd floor of this 4 floo...",M83149744,"on request, Action Area 2, Kolkata",,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Axis bank ATM', 'Global Healthcare System', 'Belle Vue Hospital']","['Others,Main Road,Park/Garden']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,South-West
On request new booking,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-935-sq-ft-spid-B83052558,2 BHK Flat,35.53 Lac,935 sqft,Super Built-up Area,"3,800 /sqft","Rajarhat, Kolkata","Overlooking Main Road
Vitrified Flooring","This 2 bhk apartment is available for sale in on request, one of the most prominent projects for flats in rajarhat, kolkata east. This property faces the south-East direction. The flat occupies a super built up area of 935 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 3rd floor. As the project is already ready to...",B83052558,"On request new bookg, Rajarhat, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Kanjialpara Shani Mandir', 'Mukherjee Barir Durgadalan', 'Rajarhat Police Station Kali Temple', 'Dharmaraj Temple', 'Manasha Mandir']","['Others,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 4 Floors,1 to 5 Year Old,North-West
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-885-sq-ft-spid-H83052052,2 BHK Flat,33.63 Lac,885 sqft,Super Built-up Area,"3,800 /sqft","Rajarhat, Kolkata","Gated Society
Corner Property
+1","Looking for a 2 bhk property for sale in kolkata east? Buy this 2 bhk flat in on request that is situated in rajarhat, kolkata east. The flat is facing the north-East direction. The flat occupies a super built up area of 885 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 2nd floor of this 4 floors tall residential building. Being a ready to move proj...",H83052052,"on request, Rajarhat, Kolkata",,,[],"['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Club house / Community Center']","['Kanjialpara Shani Mandir', 'Mukherjee Barir Durgadalan', 'Rajarhat Police Station Kali Temple', 'Dharmaraj Temple', 'Radha Krishna Mandir']","['Others,Main Road,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,South-West
On request new booking,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-900-sq-ft-spid-U83051358,2 BHK Flat,34.2 Lac,900 sqft,Super Built-up Area,"3,800 /sqft","Rajarhat, Kolkata","Corner Property
Vitrified Flooring","On request is one of the most popular destination for buying apartments/ flats in rajarhat, kolkata east. You too can be a part of this society by purchasing this 2 bhk flat here. This property faces the south-East direction. The flat occupies a super built up area of 900 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situa...",U83051358,"On request new bookg, Rajarhat, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Kanjialpara Shani Mandir', 'Mukherjee Barir Durgadalan', 'Rajarhat Police Station Kali Temple', 'Radha Krishna Mandir']",['Others'],2 Bedrooms,2 Bathrooms,2 Balconies,,2nd   of 4 Floors,1 to 5 Year Old,West
on request,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-891-sq-ft-spid-C83048480,1 BHK Flat,40.1 Lac,891 sqft,Super Built-up Area,"4,500 /sqft","Rajarhat, Kolkata","Gated Society
Corner Property
+2","Situated in rajarhat, kolkata east, on request is a well planned society that offers a pleasant living experience to its residents. This 1 bhk flat in kolkata east is your opportunity to be a part of this community. The flat is facing the north-West direction. The flat is over 891 sq.Ft. Super built up area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. The property is located on the 2n...",C83048480,"on request, Rajarhat, Kolkata",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['State bank of india ATM', 'Apollo Pharmacy', 'Shapoorji Bus Stand']","['Others,Main Road,Park/Garden']",1 Bedroom,1 Bathroom,1 Balcony,Study Room,2nd   of 4 Floors,1 to 5 Year Old,North-West
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-1520-sq-ft-spid-B83048382,2 BHK Flat,68.4 Lac,"1,520 sqft",Super Built-up Area,"4,500 /sqft","Rajarhat, Kolkata","Gated Society
Corner Property
+2","Situated in rajarhat, kolkata east, on request is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. The flat is facing the south-East direction. Constructed on a super built up area of 1520 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total ...",B83048382,"on request, Rajarhat, Kolkata",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['State bank of india ATM', 'Apollo Pharmacy', 'Shapoorji Bus Stand']","['Others,Main Road,Pool']",2 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 4 Floors,1 to 5 Year Old,South-West
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-986-sq-ft-spid-I83048048,2 BHK Flat,44.37 Lac,986 sqft,Super Built-up Area,"4,500 /sqft","Rajarhat, Kolkata","Gated Society
Corner Property
+2","This 2 bhk apartment is available for sale in on request, one of the most prominent projects for flats in rajarhat, kolkata east. This is a south-East-Facing property. Constructed on a super built up area of 986 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 2nd level of a 4 storey building. This 1-5 years old property is available for immediate posses...",I83048048,"on request, Rajarhat, Kolkata",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['State bank of india ATM', 'Apollo Pharmacy', 'Shapoorji Bus Stand']","['Others,Main Road,Park/Garden']",2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,North-East
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-1319-sq-ft-spid-N82781328,3 BHK Flat,52.76 Lac,"1,319 sqft",Super Built-up Area,"4,000 /sqft","Rajarhat, Kolkata","Fresh Construction
Gated Society
+2","On request is one of the most popular destination for buying apartments/ flats in rajarhat, kolkata east. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is facing the south-West direction. Constructed on a super built up area of 1319 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 2nd floor of a 4 floors tall...",N82781328,"on request, Rajarhat, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan', 'Kali Temple']","['Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,0 to 1 Year Old,South-West
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rajarhat-kolkata-east-1563-sq-ft-spid-B82781148,3 BHK Flat,62.52 Lac,"1,563 sqft",Super Built-up Area,"4,000 /sqft","Rajarhat, Kolkata","North-East Facing
Fresh Construction
+2","On request is one of the most popular destination for buying apartments/ flats in rajarhat, kolkata east. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1563 sq.Ft. The property...",B82781148,"on request, Rajarhat, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']","['Kali mandir', 'Manasha Mandir', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan', 'Kali Temple']","['Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,0 to 1 Year Old,North-East
On request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jyangra-kolkata-east-1255-sq-ft-spid-Z81936714,3 BHK Flat,62.75 Lac,"1,255 sqft",Super Built-up Area,"5,000 /sqft","Jyangra, Rajarhat","Gated Society
Corner Property
+1","Looking for a 3 bhk property for sale in kolkata east? Buy this 3 bhk flat in on request that is situated in jyangra, kolkata east. The flat is facing the east direction. The flat is over 1255 sq.Ft. Super built up area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 2nd floor of a 5 floors tall building. Being a ready to move project, you can expect immed...",Z81936714,"On request, Jyangra, Rajarhat",,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff']","['Shitala Mandir', 'Union bank of india ATM', 'State bank of india ATM', 'Axis bank ATM', 'Bank of baroda ATM', 'Hdfc bank ATM']","['Main Road,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 5 Floors,1 to 5 Year Old,North-East
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raigachi-kolkata-east-1076-sq-ft-spid-D81930200,2 BHK Flat,56.65 Lac,"1,076 sqft",Super Built-up Area,"5,264 /sqft","Raigachi, Rajarhat","Fresh Construction
Fitness Center/ Gym
+2","This beautiful 2 bhk flat in raigachi, kolkata east is situated in on request, one of the popular residential society in kolkata east. Constructed on a super built up area of 1076 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat lies on the 5th level of a 8 storey building. An added advantage of this 0-1 year old flat is that it is available for immediate possession...",D81930200,"on request, Raigachi, Rajarhat",,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 8 Floors,0 to 1 Year Old,
on request,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raigachi-kolkata-east-1660-sq-ft-spid-S81930724,3 BHK Flat,87.15 Lac,"1,660 sqft",Super Built-up Area,"5,250 /sqft","Raigachi, Rajarhat","Fresh Construction
Gated Society
+2","This 3 bhk flat is located in on request, which houses some of the most spacious flats in raigachi, kolkata east. This is a south-East-Facing property. Constructed on a super built up area of 1660 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 2 balconies. The residential building has 8 floors in total and the flat for sale is located on the 3rd floor. Being a ready to move project, y...",S81930724,"on request, Raigachi, Rajarhat",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Park/Garden,Club,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,,3rd   of 8 Floors,0 to 1 Year Old,South-East
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raigachi-kolkata-east-1227-sq-ft-spid-Y81930428,2 BHK Flat,64.42 Lac,"1,227 sqft",Super Built-up Area,"5,250 /sqft","Raigachi, Rajarhat","Fresh Construction
Gated Society
+2","On request is one of the most popular destination for buying apartments/ flats in raigachi, kolkata east. You too can be a part of this society by purchasing this 2 bhk flat here. This residential flat is south-East-Facing direction. The flat occupies a super built up area of 1227 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 8 floors and this property i...",Y81930428,"on request, Raigachi, Rajarhat",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 8 Floors,0 to 1 Year Old,South-East
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raigachi-kolkata-east-1262-sq-ft-spid-W81930276,2 BHK Flat,66.25 Lac,"1,262 sqft",Super Built-up Area,"5,250 /sqft","Raigachi, Rajarhat","Fresh Construction
Gated Society
+2","This beautiful 2 bhk flat in raigachi, kolkata east is situated in on request, one of the popular residential society in kolkata east. This property faces the south direction. Constructed on a super built up area of 1262 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 8 floors in total and the flat for sale is located on the 6th floor. This is a ...",W81930276,"on request, Raigachi, Rajarhat",,,[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan']","['Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,,6th   of 8 Floors,0 to 1 Year Old,South
on request,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raigachi-kolkata-east-1183-sq-ft-spid-B81930338,2 BHK Flat,62.11 Lac,"1,183 sqft",Super Built-up Area,"5,250 /sqft","Raigachi, Rajarhat","Fresh Construction
Gated Society
+2","This 2 bhk apartment is available for sale in on request, one of the most prominent projects for flats in raigachi, kolkata east. This residential flat is south-East-Facing direction. The flat is over 1183 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 4th floor of a 8 floors tall building. An added advantage of this 0-1 year ol...",B81930338,"on request, Raigachi, Rajarhat",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']","['Shitala Mandir', 'Kali mandir', 'Manasha Mandir', 'Kali Temple', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM']","['Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,Study Room,4th   of 8 Floors,0 to 1 Year Old,South-East
A & S APARTMENT (New Booking),https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-agarpara-kolkata-north-1150-sq-ft-spid-I82449664,3 BHK Flat,36.8 Lac,"1,150 sqft",Super Built-up Area,"3,200 /sqft","Agarpara, Panihati","Top Floor
Vitrified Flooring
+2","New booking... Located in the popular residential address of agarpara, kolkata north, a & s apartment (New booking) is one of the most preferred destination for apartments in kolkata north. This 3 bhk flat is your ticket to be a part of this community. Containing 3 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1150 sq.Ft. The property is located on the...",I82449664,"A & S APARTMENT (New Bookg), Agarpara, Panihati",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Jora Sib Mondir', 'Netaji Sebayan Hospital', 'Vijoy Optic and Polyclinic', 'ESI Hospital', 'College of Medicine & Sagore Dutta Hospital']","['Pool,Main Road,Park/Garden,Club,Others']",3 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others",4th   of 4 Floors,1 to 5 Year Old,South-East
